date,trend_qoq
2002-01-31,-0.07353130885143655
2002-02-28,-0.1583745638194124
2002-03-31,0.2926018136707216
2002-04-30,0.7217621249015918
2002-05-31,1.000625469137899
2002-06-30,1.0007063328369967
2002-07-31,1.0008211372129439
2002-08-31,1.0009339393908137
2002-09-30,1.0010025070070476
2002-10-31,1.0010024084002604
2002-11-30,1.0009511024016386
2002-12-31,1.000884193630454
2003-01-31,1.000831687727975
2003-02-28,1.0007942466250874
2003-03-31,1.0007540731589852
2003-04-30,1.0006857956898603
2003-05-31,1.000567352717592
2003-06-30,1.000388593028117
2003-07-31,1.0001598758397974
2003-08-31,0.9999206709497923
2003-09-30,0.9997190089405852
2003-10-31,0.9995909313865148
2003-11-30,0.9995399410603043
2003-12-31,0.9995459370957841
2004-01-31,0.9995741501506161
2004-02-29,0.999584077569016
2004-03-31,0.9995458963131356
2004-04-30,0.9994568758944448
2004-05-31,0.9993577913051126
2004-06-30,0.9992963150793313
2004-07-31,0.9992904093546386
2004-08-31,0.9992917179332408
2004-09-30,0.9992257636692647
2004-10-31,0.9990321458560095
2004-11-30,0.998704737613198
2004-12-31,0.9982710321403947
2005-01-31,0.9977714889704223
2005-02-28,0.9972388802227797
2005-03-31,0.9966944447302346
2005-04-30,0.9961440421654175
2005-05-31,0.995574307167415
2005-06-30,0.9949638155478115
2005-07-31,0.9942942504967323
2005-08-31,0.9935615687888848
2005-09-30,0.9927737951415495
2005-10-31,0.9919488165725685
2005-11-30,0.9911121767583362
2005-12-31,0.9902828346050392
2006-01-31,0.9894589228198971
2006-02-28,0.9886035064824024
2006-03-31,0.9876679112993847
2006-04-30,0.9866150518600749
2006-05-31,0.9854427598911693
2006-06-30,0.9841708422457164
2006-07-31,0.9828281388920035
2006-08-31,0.9814395809024441
2006-09-30,0.9800188450851416
2006-10-31,0.9785610086154537
2006-11-30,0.977035203667557
2006-12-31,0.9754058073370679
2007-01-31,0.9736536315636641
2007-02-28,0.9717971130537059
2007-03-31,0.9698681337902513
2007-04-30,0.9678878415430726
2007-05-31,0.9658424703786704
2007-06-30,0.9637030202635073
2007-07-31,0.9614449366672377
2007-08-31,0.9590677901659419
2007-09-30,0.9565625059901491
2007-10-31,0.9538785935728632
2007-11-30,0.9508913760975869
2007-12-31,0.9475008303488416
2008-01-31,0.943730426562686
2008-02-29,0.9398259682772372
2008-03-31,0.9360982936041128
2008-04-30,0.9327659764998755
2008-05-31,0.9297980280374769
2008-06-30,0.9270262974951742
2008-07-31,0.9242578734454461
2008-08-31,0.9213874848439103
2008-09-30,0.9183581092226292
2008-10-31,0.9151215808834163
2008-11-30,0.911599199091143
2008-12-31,0.907748962351637
2009-01-31,0.9036328026895821
2009-02-28,0.8994838199264171
2009-03-31,0.8955702690638438
2009-04-30,0.8920595476673363
2009-05-31,0.8888821832496487
2009-06-30,0.8858539802910221
2009-07-31,0.88279816725939
2009-08-31,0.8796675436305847
2009-09-30,0.8764866756268141
2009-10-31,0.8732940919551373
2009-11-30,0.8700844795459423
2009-12-31,0.8668294007612137
2010-01-31,0.8634980106028021
2010-02-28,0.8600777739206915
2010-03-31,0.8565767209525909
2010-04-30,0.8530257028635225
2010-05-31,0.8494806472854133
2010-06-30,0.8459996925824286
2010-07-31,0.8426203221163079
2010-08-31,0.8393364985116994
2010-09-30,0.8361249236377527
2010-10-31,0.832971298589712
2010-11-30,0.8298965836705088
2010-12-31,0.8269370720890798
2011-01-31,0.824124463658685
2011-02-28,0.8214659384952244
2011-03-31,0.8189506445731407
2011-04-30,0.8165561852813197
2011-05-31,0.8142551069789921
2011-06-30,0.8120215278490979
2011-07-31,0.8098377667516511
2011-08-31,0.8077009720771045
2011-09-30,0.8056128996995937
2011-10-31,0.8035696909301828
2011-11-30,0.8015516504701082
2011-12-31,0.7995355335001678
2012-01-31,0.7975068327701101
2012-02-29,0.7954720656880228
2012-03-31,0.7934502316914349
2012-04-30,0.7914642696184194
2012-05-31,0.7895325150786945
2012-06-30,0.7876694195520673
2012-07-31,0.7858862694868761
2012-08-31,0.7841919053984342
2012-09-30,0.7825872723099443
2012-10-31,0.7810599701934141
2012-11-30,0.7795788044105716
2012-12-31,0.7781109735583933
2013-01-31,0.7766392573146331
2013-02-28,0.7751792042833509
2013-03-31,0.7737635039620115
2013-04-30,0.7724263587085847
2013-05-31,0.7711878557086441
2013-06-30,0.7700552374549461
2013-07-31,0.7690241722270068
2013-08-31,0.7680800245706817
2013-09-30,0.7672045577485835
2013-10-31,0.7663826361905025
2013-11-30,0.765608927943825
2013-12-31,0.7648836102947277
2014-01-31,0.7642080753893727
2014-02-28,0.7635806358551009
2014-03-31,0.7629965014719909
2014-04-30,0.7624477558444185
2014-05-31,0.7619233330726147
2014-06-30,0.7614092723313675
2014-07-31,0.7608889724487217
2014-08-31,0.7603434464846802
2014-09-30,0.7597567836292695
2014-10-31,0.7591216111006037
2014-11-30,0.7584445560429507
2014-12-31,0.757734604192269
2015-01-31,0.7569914585417465
2015-02-28,0.7561938980073382
2015-03-31,0.7553154551928675
2015-04-30,0.7543400941551296
2015-05-31,0.7532778881689928
2015-06-30,0.7521513934121176
2015-07-31,0.7509820226496762
2015-08-31,0.7497764189190717
2015-09-30,0.7485333126051683
2015-10-31,0.7472503785155221
2015-11-30,0.7459310929556113
2015-12-31,0.7445866027650287
2016-01-31,0.7432375943536741
2016-02-29,0.7419161627379466
2016-03-31,0.740656264466641
2016-04-30,0.739484170546844
2016-05-31,0.7384089193698303
2016-06-30,0.7374269009681745
2016-07-31,0.7365264412728635
2016-08-31,0.7356923863704086
2016-09-30,0.7349098577495478
2016-10-31,0.7341680075479475
2016-11-30,0.7334637737989051
2016-12-31,0.7327977629164084
2017-01-31,0.7321701321801957
2017-02-28,0.731576472220815
2017-03-31,0.7310113168443447
2017-04-30,0.7304716528571135
2017-05-31,0.7299604298904195
2017-06-30,0.7294850361470331
2017-07-31,0.7290557741476972
2017-08-31,0.7286843364776298
2017-09-30,0.7283787634148049
2017-10-31,0.7281384005582356
2017-11-30,0.7279488564562556
2017-12-31,0.727786121594641
2018-01-31,0.7276206873847331
2018-02-28,0.7274216651515606
2018-03-31,0.7271637343813702
2018-04-30,0.7268340909691584
2018-05-31,0.7264393954662022
2018-06-30,0.7259939523820169
2018-07-31,0.725507889486315
2018-08-31,0.7249753371109628
2018-09-30,0.7243843944882726
2018-10-31,0.7237270960892915
2018-11-30,0.7230093779620931
2018-12-31,0.7222448605747388
2019-01-31,0.7214486316582402
2019-02-28,0.7206310290495216
2019-03-31,0.7197994019213426
2019-04-30,0.7189598720122238
2019-05-31,0.7181190948563694
2019-06-30,0.7172820198361552
2019-07-31,0.7164496502346147
2019-08-31,0.7156168032879263
2019-09-30,0.7147731981199783
2019-10-31,0.7139045436769333
2019-11-30,0.7129936266617938
2019-12-31,0.7120356599080621
2020-01-31,0.7110536307534026
2020-02-29,0.7101136494133018
2020-03-31,0.7092844022638479
2020-04-30,0.708596605124509
2020-05-31,0.7080024565409114
2020-06-30,0.7074129775807455
2020-07-31,0.7067353516296704
2020-08-31,0.7059102641872187
2020-09-30,0.7049211315113364
2020-10-31,0.7038033292629212
2020-11-30,0.7026534211503622
2020-12-31,0.7015781462276581
2021-01-31,0.7006434061925357
2021-02-28,0.6998232526845688
